Datetime,P0001,P0002,P0003,P0004,P0005,P0006,P0007,P0008,P0009,P0010,P0011,P0012,P0013,P0014,P0015,P0016,P0017,P0018,P0019,P0020,P0021,P0022,P0023,P0024,P0025,P0026,P0027,P0028,P0029,P0030,P0031,P0032,P0033,P0034,P0035,P0036,P0037,P0038,P0039,P0040,P0041,P0042,P0043,P0044,P0045,P0046,P0047,P0048,P0049,P0050,P0051,P0052,P0053,P0054,P0055,P0056,P0057,P0058,P0059,P0060,P0061,P0062,P0063,P0064,P0065,P0066,P0067,P0068,P0069,P0070,P0071,P0072,P0073,P0074,P0075,P0076,P0077,P0078,P0079,P0080,P0081,P0082,P0083,P0084,P0085,P0086,P0087,P0088,P0089,P0090,P0091,P0092,P0093,P0094,P0095,P0096,P0097,P0098,P0099,P0100
2025-06-10 00:54:09,98.87,63.41,106.95,106.24,8370.21,9235.54,8366.92,1072.4,1136.9,1219.93,1030.25,1155.77,1214.21,1123.86,1057.37,1039.94,1115.54,484.05,597.81,585.13,474.46,540.43,458.81,531.85,530.87,503.34,547.08,38.39,25.72,21.03,33.41,39.48,363.38,235.65,244.87,315.32,356.71,96.17,99.32,102.57,98.93,99.36,1260.66,1557.72,1199.7,1198.82,1111.53,2074.52,1170.34,4366.33,3088.96,1190.53,503.8,420.74,494.85,429.6,523.24,558.88,523.96,475.88,3377.79,1712.35,2967.52,2431.35,4634.93,49.08,46.49,60.81,48.5,60.52,241.67,283.1,264.72,258.7,205.62,0.48,0.39,4.44,3.2,3.1,0.11,2.85,4.13,0.15,1.55,78.39,58.35,59.7,40.75,22.54,91.06,75.64,69.6,47.32,57.08,18.64,21.98,13.62,28.7,12.64
2025-06-10 00:54:10,87.73,105.34,87.11,41.91,9303.13,8479.56,9220.28,1179.45,1183.01,1065.67,1157.03,1054.08,1202.21,1201.06,1118.86,1155.59,1037.03,607.56,544.19,613.55,481.76,568.52,534.26,529.74,590.67,498.35,483.79,34.8,33.78,23.32,24.36,27.53,195.73,325.63,283.14,318.0,284.22,104.59,98.06,105.02,102.8,98.47,1304.84,1220.77,1348.91,1293.76,1255.03,3680.41,1401.1,782.35,3210.27,1424.36,396.55,416.01,493.81,404.52,445.03,519.01,421.1,456.39,5360.76,4879.77,2883.59,2046.46,4366.02,45.2,54.19,78.85,47.22,79.2,231.44,253.46,282.51,240.84,221.02,0.67,2.54,4.08,1.44,0.77,0.44,2.11,3.25,3.01,1.92,36.85,72.72,99.32,47.06,70.66,87.67,36.52,36.41,77.43,34.53,22.09,18.4,21.78,27.09,26.35
2025-06-10 00:54:11,95.31,93.84,51.68,88.21,9543.53,7829.29,8516.76,1202.92,1169.94,1049.82,1038.12,1046.61,1208.93,1067.3,1144.02,1198.88,1175.25,496.42,618.54,581.2,481.92,518.54,522.46,515.35,540.0,479.66,553.18,33.22,23.76,21.67,29.96,32.64,285.44,286.01,308.87,245.9,283.32,108.16,99.25,109.92,102.1,103.97,1167.31,1398.09,1262.29,1157.42,1357.87,3257.88,1938.22,1488.62,2254.11,3308.15,468.33,423.82,503.9,403.46,550.05,440.05,401.69,420.65,2257.97,2163.77,5334.56,2379.16,3835.19,74.32,74.45,46.17,70.32,65.76,241.06,297.1,286.51,237.35,231.99,3.8,1.62,1.52,2.56,1.25,1.63,3.11,1.24,2.92,3.78,46.19,34.25,74.5,25.84,61.52,65.18,82.9,54.52,39.9,46.92,26.28,20.4,15.49,9.36,11.35
2025-06-10 00:54:12,104.54,91.89,92.32,99.01,7832.55,9245.79,8759.84,1165.77,1101.39,1210.9,1133.23,1173.2,1108.57,1131.95,1084.64,1192.98,1147.52,459.49,476.34,597.38,599.74,593.17,584.12,618.7,488.54,611.02,502.81,29.29,19.31,17.08,29.65,37.34,322.8,188.37,248.23,312.55,320.41,101.34,95.64,104.25,95.32,97.4,1494.58,1234.97,1203.42,1516.55,1141.9,2819.33,3740.95,4448.01,4410.45,4365.62,473.52,454.93,542.26,522.98,461.71,558.92,388.6,425.71,3959.68,2288.49,3766.68,1784.97,2242.49,75.58,59.94,46.3,59.04,65.85,268.99,279.67,299.75,272.0,247.22,3.01,1.16,3.73,2.73,4.6,1.9,0.73,4.77,0.26,3.94,65.0,80.02,83.24,86.71,87.64,31.15,73.2,49.64,18.37,31.38,16.77,7.16,18.79,10.95,21.52
2025-06-10 00:54:13,60.31,101.25,97.12,108.13,8681.1,9676.46,8753.5,1132.44,1060.18,1154.86,1126.93,1134.48,1146.05,1047.49,1211.33,1040.43,1072.23,519.09,475.18,582.62,570.9,454.09,594.77,591.95,568.7,561.28,462.67,34.74,37.76,31.0,15.35,18.55,349.1,315.81,370.11,375.94,294.06,95.93,104.74,109.74,106.86,97.27,1393.46,1101.93,1149.82,1252.35,1463.13,3906.64,1652.3,2233.61,3116.37,3583.47,485.02,504.16,486.52,512.88,412.54,468.23,539.55,455.02,4533.1,5141.64,5489.26,4460.62,4678.91,65.65,70.73,74.12,45.92,47.83,292.07,219.46,216.05,244.25,235.7,2.09,3.4,1.17,3.15,0.29,2.81,2.39,3.92,2.79,1.5,44.85,53.97,85.47,69.75,58.04,27.9,74.86,37.42,68.62,35.15,26.22,19.02,26.31,17.32,15.96
2025-06-10 00:54:14,40.63,85.48,69.34,105.9,7940.26,7510.22,7937.0,1175.3,1180.38,1212.09,1171.37,1087.43,1051.84,1195.92,1168.92,1149.49,1208.46,461.04,581.42,608.36,589.14,495.42,578.86,619.29,596.96,597.39,463.73,31.23,35.1,30.67,30.14,31.69,253.15,205.65,300.84,292.81,356.96,102.85,108.73,102.99,103.73,98.6,1288.87,1395.12,1326.87,1125.06,1378.34,1953.61,1574.56,2934.29,1140.49,3928.71,493.94,422.32,484.01,513.44,487.42,443.81,524.15,557.03,2532.83,4818.28,3623.41,2731.28,4912.61,48.16,55.31,70.29,79.59,73.97,210.79,235.07,277.09,207.2,263.71,3.4,4.83,4.64,4.81,2.18,0.17,1.67,4.45,0.71,3.85,22.0,54.89,23.77,45.3,98.12,99.26,14.82,19.06,39.5,31.5,17.18,10.01,26.81,17.03,11.71
2025-06-10 00:54:15,49.14,56.92,58.88,70.49,9440.61,8424.63,9747.03,1119.5,1128.47,1196.85,1210.84,1122.45,1069.72,1040.19,1191.25,1035.74,1173.09,491.48,584.87,577.78,513.63,453.06,469.59,507.63,518.15,464.12,568.49,29.93,19.63,34.76,36.68,34.73,252.45,234.65,194.45,290.54,215.17,95.51,100.81,105.59,109.13,101.47,1186.77,1261.98,1227.39,1261.98,1559.12,3312.99,4076.24,1635.09,2178.51,4133.57,505.61,479.3,560.14,426.33,494.63,498.15,514.51,531.97,4597.87,3585.8,2605.16,4526.92,3026.14,71.21,45.11,69.59,61.3,64.5,266.89,275.49,246.11,294.63,292.38,1.03,1.16,3.81,0.75,1.2,2.44,1.31,1.53,2.36,1.49,32.04,30.17,26.45,14.2,58.89,67.82,72.89,40.36,84.38,78.57,29.44,6.75,18.3,12.91,20.29
2025-06-10 00:54:16,85.53,107.3,90.07,68.51,8092.78,7808.43,8977.3,1047.46,1057.06,1157.62,1051.69,1188.97,1135.68,1123.42,1035.64,1100.43,1186.53,503.41,567.58,595.83,576.79,604.74,538.88,455.74,597.62,463.05,551.18,29.69,23.37,20.79,18.23,31.07,338.32,335.95,374.55,341.83,216.81,101.62,98.57,106.79,98.52,102.22,1245.22,1499.58,1465.76,1242.09,1412.63,3129.97,3882.69,2605.14,3342.94,3690.06,466.75,426.65,456.34,498.41,485.23,459.45,440.77,477.65,1762.11,1909.8,4015.48,5320.52,5404.98,61.64,68.85,50.65,54.46,72.0,243.93,209.44,228.64,224.75,263.44,3.2,4.96,4.96,2.35,0.82,3.28,1.42,0.43,0.69,2.67,44.8,26.21,98.66,12.32,81.96,70.67,54.26,94.41,77.8,69.81,7.14,21.0,7.76,23.6,20.87
2025-06-10 00:54:17,74.18,56.54,97.26,62.77,7604.88,8574.36,9231.87,1211.53,1172.63,1155.37,1155.73,1087.73,1053.16,1217.67,1109.79,1171.1,1043.29,565.96,597.84,517.65,528.25,481.59,558.31,579.85,467.58,457.7,467.1,37.82,16.43,21.7,16.95,35.9,282.86,310.89,235.01,364.2,264.29,103.96,103.96,105.61,98.12,98.26,1369.6,1159.42,1208.32,1267.61,1196.42,3383.92,1285.73,3156.51,2827.85,1503.64,503.23,404.04,536.78,555.77,397.91,507.39,389.04,432.7,3008.28,5454.93,2868.56,2817.27,4322.97,57.4,50.33,47.25,69.02,56.37,278.47,294.17,212.53,217.3,260.89,3.44,1.55,2.82,0.36,0.75,2.83,3.87,0.16,0.11,3.5,90.69,46.76,41.72,99.14,84.04,37.66,24.82,17.97,20.19,37.9,18.65,6.18,22.95,22.16,24.32
2025-06-10 00:54:18,91.58,88.14,96.63,87.49,9034.33,8277.47,7760.85,1145.25,1054.78,1161.85,1177.53,1144.5,1121.75,1144.65,1085.76,1061.94,1196.24,584.47,597.34,585.34,541.04,582.22,571.12,477.63,544.55,529.54,510.81,28.11,18.81,17.81,21.73,18.73,271.12,284.92,290.12,341.48,326.47,103.75,108.96,102.93,107.93,96.27,1378.83,1342.96,1591.44,1303.81,1299.15,3017.92,4431.42,1953.55,885.47,2306.84,466.42,530.36,471.38,385.43,404.99,560.65,487.79,406.09,2959.98,4282.27,3341.54,5015.85,5100.48,46.7,64.11,53.32,70.16,68.32,259.76,243.12,246.65,294.99,256.29,4.73,0.36,3.58,2.26,3.02,0.57,4.48,2.69,4.05,1.1,66.82,63.75,64.02,17.21,16.92,85.96,44.12,33.75,82.08,84.72,24.36,9.74,20.79,6.39,28.4
2025-06-10 00:54:19,87.14,82.61,107.92,68.71,9501.39,9617.44,9605.07,1124.43,1209.8,1078.79,1098.74,1031.08,1118.48,1171.3,1160.54,1109.83,1065.12,575.34,526.16,545.13,508.89,554.79,592.6,566.93,520.24,469.27,500.23,29.65,15.03,29.01,22.57,15.43,189.63,298.59,241.95,244.96,342.05,96.09,96.13,96.18,103.74,106.49,1403.69,1422.68,1301.56,1214.27,1485.4,4054.83,1746.31,3070.03,1254.33,1790.3,381.29,494.75,456.76,415.68,435.63,522.24,559.19,423.13,4291.33,2446.18,4793.76,3428.47,2186.29,50.21,63.41,61.76,55.82,62.4,277.54,251.55,214.81,224.83,263.94,1.12,4.52,0.96,3.03,1.28,4.05,1.98,2.25,1.77,3.2,71.16,75.05,61.65,32.32,29.98,13.34,35.65,35.52,93.13,11.04,14.93,14.49,8.43,17.61,22.01
2025-06-10 00:54:20,53.78,85.2,90.94,51.3,9344.3,8625.81,8537.45,1125.6,1112.66,1147.02,1213.41,1098.53,1038.14,1152.46,1089.74,1189.81,1053.94,546.34,578.63,576.82,582.07,608.98,478.02,501.45,516.23,497.46,543.06,37.66,18.75,26.07,37.81,29.72,214.42,235.58,324.76,199.92,300.31,96.33,97.84,108.19,108.72,100.91,1366.84,1277.67,1133.71,1256.13,1331.03,2326.8,1420.66,1690.54,4315.46,800.5,398.48,410.48,417.99,394.76,537.29,416.87,455.07,455.49,4432.81,2672.31,2064.78,1878.65,2509.08,52.59,53.4,67.83,51.09,66.32,277.77,285.29,284.9,256.75,255.26,3.73,4.79,3.59,3.53,4.74,0.58,3.52,0.71,1.38,3.79,96.78,15.67,75.34,75.75,10.42,77.89,16.85,28.11,75.18,13.84,5.31,10.69,29.38,23.84,7.71
2025-06-10 00:54:21,103.26,86.47,107.35,89.51,8841.59,9433.17,9353.56,1135.89,1119.51,1080.18,1132.78,1185.2,1054.62,1032.64,1134.47,1197.11,1210.67,619.61,479.84,579.07,451.87,452.38,588.37,460.86,578.4,589.36,598.07,35.11,37.83,23.74,36.24,30.0,226.95,313.46,330.15,316.25,311.05,109.89,108.9,101.98,108.1,98.29,1327.17,1556.02,1239.78,1476.23,1367.85,1638.58,4447.48,1637.83,1738.81,1644.44,560.41,513.66,552.33,450.1,489.02,469.41,493.33,463.64,3465.83,3873.1,2717.03,2600.5,3746.12,79.45,72.91,63.87,66.92,54.04,211.6,205.41,239.34,226.88,211.15,2.64,3.1,4.27,4.27,2.31,1.16,1.11,4.9,0.22,1.0,87.65,26.03,59.19,12.16,10.44,49.64,81.26,33.07,33.82,55.53,13.53,15.32,26.55,25.32,7.75
2025-06-10 00:54:22,83.19,101.31,67.03,98.07,9534.1,7918.71,8066.74,1176.63,1131.03,1170.24,1200.17,1086.59,1033.74,1158.77,1045.49,1201.82,1156.91,570.87,504.51,526.31,469.39,476.76,581.27,498.25,596.08,518.54,478.32,23.58,24.99,25.47,32.46,20.09,277.94,282.31,197.31,273.21,367.92,96.74,109.59,103.44,102.48,107.72,1147.43,1324.8,1460.52,1525.1,1245.95,3872.01,3459.69,2704.81,3565.33,3835.55,511.94,413.37,452.4,459.11,380.26,476.9,562.09,401.04,5154.53,4365.44,4915.05,1509.15,4197.19,73.77,45.6,46.73,77.65,79.55,238.41,220.63,240.25,235.42,228.26,3.02,4.67,1.27,1.27,0.73,4.37,0.25,1.12,2.27,1.53,72.26,55.32,10.55,19.36,88.82,89.97,52.82,65.5,98.64,25.44,23.57,15.09,22.96,18.61,7.24
2025-06-10 00:54:23,80.29,44.15,67.27,56.61,9057.08,8163.78,7785.86,1071.24,1155.87,1171.6,1138.16,1052.89,1051.27,1175.09,1210.81,1092.63,1034.51,586.77,461.11,477.59,501.24,617.89,511.49,605.15,613.38,476.71,505.82,26.07,38.12,25.5,15.98,17.26,376.3,227.52,366.67,316.42,248.27,108.62,98.82,107.15,96.67,96.95,1141.74,1439.43,1393.27,1314.76,1265.41,1685.75,1965.26,1583.54,3409.53,1717.74,401.37,399.99,456.41,419.96,443.14,556.75,494.19,530.61,2420.96,1678.5,4698.49,4096.0,2362.85,49.92,49.29,52.66,75.27,46.95,275.08,274.85,232.5,277.53,262.0,2.21,4.43,3.17,0.33,1.52,0.95,2.82,3.24,0.96,4.25,95.18,38.05,75.8,14.72,66.92,32.82,44.99,17.4,22.52,74.35,7.6,20.05,23.42,23.19,18.44
2025-06-10 00:54:24,89.74,57.1,92.57,49.02,7917.11,9327.15,8865.5,1145.07,1205.33,1124.33,1157.37,1157.81,1113.56,1143.15,1046.71,1040.28,1030.97,528.48,496.09,455.6,523.7,565.72,490.46,571.46,558.15,467.91,450.7,33.3,39.36,25.13,27.48,32.45,327.12,258.62,377.48,216.53,191.51,100.85,105.66,106.68,107.16,108.65,1467.57,1182.91,1428.77,1513.87,1395.31,2382.15,1388.04,524.26,2751.91,1982.44,544.41,514.6,481.25,521.04,519.5,486.91,564.21,556.12,4979.48,4019.17,3476.14,2762.22,1852.75,56.56,57.6,76.87,68.08,62.45,279.62,266.52,212.47,259.86,263.52,2.55,2.77,3.44,2.32,2.17,4.79,1.01,4.58,4.02,3.55,66.38,88.99,75.92,11.06,76.0,18.33,27.08,39.03,56.95,72.81,24.28,22.38,15.62,7.01,24.31
2025-06-10 00:54:25,94.05,63.06,109.27,82.36,9753.19,7746.48,7615.89,1195.0,1134.0,1076.47,1147.42,1178.68,1168.35,1189.76,1169.7,1077.82,1208.56,507.34,572.96,538.46,514.23,513.43,572.15,582.2,544.46,451.51,514.93,39.71,35.21,30.68,23.51,31.5,340.65,206.27,277.42,245.11,292.09,107.96,102.68,109.97,101.14,97.94,1596.03,1271.36,1483.35,1282.64,1283.1,3922.97,3694.48,2123.17,3955.08,619.53,455.55,388.86,470.1,555.85,521.92,429.78,510.02,424.55,1958.79,5005.51,4933.31,2747.65,4823.88,70.75,73.32,69.71,74.68,65.13,213.0,250.84,268.07,211.46,240.18,4.78,4.35,1.66,2.68,1.9,3.95,3.04,0.12,4.44,4.74,48.58,43.85,62.64,53.37,22.15,60.5,12.31,95.27,97.77,17.29,21.37,14.55,14.13,22.29,22.62
2025-06-10 00:54:26,59.96,56.77,77.77,86.66,9277.11,8231.63,9474.81,1034.89,1141.3,1199.83,1209.13,1175.03,1123.06,1188.45,1208.3,1194.3,1210.22,577.3,456.83,539.97,609.63,602.91,455.57,455.93,535.97,493.59,539.69,27.02,22.3,36.74,16.04,30.99,235.29,361.31,181.65,312.61,231.76,102.17,101.64,96.37,97.24,102.1,1346.87,1257.79,1489.65,1426.84,1101.89,3377.83,4013.55,2349.48,2436.44,1944.61,477.58,548.94,548.62,442.38,547.69,472.19,540.32,569.11,4193.13,3580.13,2606.14,4790.9,5390.89,78.47,78.76,54.37,63.96,52.95,240.32,293.57,248.49,227.8,239.38,0.17,4.22,3.39,4.9,1.83,3.31,2.8,0.48,3.83,4.09,84.83,72.43,65.2,37.95,49.16,84.7,67.13,64.03,98.11,83.39,11.68,20.65,25.91,18.1,7.74
2025-06-10 00:54:27,78.12,68.28,59.76,51.06,8172.28,8311.16,9531.18,1103.93,1045.36,1133.82,1053.15,1052.8,1109.04,1124.3,1083.78,1052.0,1147.28,460.26,520.58,538.02,529.34,563.69,553.66,590.17,484.12,573.07,501.97,16.09,27.77,15.77,16.8,33.39,196.36,290.28,295.25,288.62,289.05,104.07,101.32,103.44,106.65,95.79,1572.47,1493.08,1526.79,1538.9,1455.62,1051.88,1615.21,1207.32,1642.6,3751.92,547.02,522.1,522.87,411.55,406.81,503.96,516.07,548.06,5069.75,3903.08,1917.11,4421.12,5307.86,74.03,45.61,79.52,63.41,65.29,271.28,260.13,285.26,241.14,274.66,4.34,0.27,3.84,1.12,4.04,1.18,1.88,2.51,4.7,0.67,15.28,85.35,50.58,55.41,67.41,71.38,54.73,12.93,13.17,12.88,10.28,24.39,10.54,21.33,11.57
2025-06-10 00:54:28,60.29,71.92,41.44,86.68,9332.61,7826.53,9696.63,1045.45,1114.63,1118.21,1075.23,1203.82,1092.94,1076.62,1200.58,1124.4,1196.36,545.68,580.05,535.39,486.57,565.98,580.83,540.63,471.4,588.72,520.54,38.87,20.29,25.05,16.21,25.31,337.17,204.28,231.83,339.8,232.75,97.97,108.35,108.06,97.89,106.82,1214.35,1131.73,1292.09,1400.58,1268.62,698.39,4278.5,2608.35,1579.67,3611.92,440.55,555.02,403.04,531.87,559.65,413.89,429.98,472.88,4915.53,3813.29,2820.58,4647.86,3451.08,48.72,78.68,62.87,56.62,54.69,233.27,267.28,243.09,210.86,266.86,2.77,2.24,1.11,4.62,0.24,4.63,1.46,2.77,4.3,2.04,17.36,33.1,31.37,48.62,10.49,92.98,68.29,30.51,62.2,59.79,13.15,14.89,13.25,29.32,10.11
2025-06-10 00:54:29,55.67,71.57,58.75,72.96,8652.43,8319.36,8005.18,1065.66,1096.46,1159.4,1103.08,1086.47,1049.18,1183.35,1076.48,1156.97,1165.1,553.91,538.22,476.28,472.69,576.41,536.99,555.56,589.3,546.27,607.15,33.39,31.06,33.4,25.41,32.68,276.07,344.25,358.49,249.28,187.91,108.95,95.91,107.55,102.78,100.95,1231.85,1146.54,1489.81,1553.01,1536.53,4407.61,2198.02,1454.34,1188.75,4407.21,448.42,534.46,448.52,391.47,544.04,545.02,475.63,536.68,2214.49,1574.28,1639.58,4793.13,5445.51,72.6,75.94,76.91,48.25,63.1,205.38,282.31,254.74,222.97,259.18,1.75,2.72,4.94,2.59,3.87,2.18,2.86,2.95,4.79,4.29,47.07,33.24,69.63,48.93,93.08,67.74,62.42,30.73,93.69,38.41,14.04,21.76,11.38,12.08,29.79
2025-06-10 00:54:30,78.74,55.67,105.49,71.42,9307.91,9628.64,9363.44,1107.84,1177.62,1103.89,1068.53,1075.75,1147.99,1208.45,1105.68,1058.23,1121.12,604.91,578.1,606.97,470.99,461.12,557.55,582.57,585.49,579.51,604.79,28.02,30.46,37.02,32.42,16.34,343.29,249.39,219.23,204.05,322.48,100.05,102.5,98.05,98.88,99.9,1351.78,1566.42,1171.82,1589.18,1431.92,1497.1,847.24,3630.23,3430.17,2785.32,518.14,485.51,477.89,512.61,560.44,534.78,473.9,389.1,3185.73,4063.1,4127.42,3113.8,3369.46,46.35,64.84,78.85,78.81,66.76,277.39,219.79,245.45,238.89,274.54,1.42,3.13,2.33,0.38,3.49,0.57,2.86,3.33,4.61,2.65,13.81,49.86,47.47,63.31,62.34,80.22,36.34,10.55,30.26,51.2,13.32,9.96,8.61,12.34,7.02
2025-06-10 00:54:31,61.88,62.81,83.48,94.48,9027.66,7952.73,8602.03,1134.33,1134.2,1064.71,1172.14,1197.6,1126.87,1178.25,1068.89,1115.2,1178.28,549.98,495.11,541.08,543.69,483.91,455.17,470.96,484.49,566.84,471.11,19.67,24.59,32.81,34.18,31.45,302.66,265.5,288.96,189.44,222.5,98.57,109.23,105.48,98.67,104.56,1319.82,1177.33,1539.95,1140.55,1560.74,4272.25,4409.7,991.45,3767.53,2519.91,488.2,399.22,489.26,520.79,394.2,499.05,550.66,447.24,4486.37,2020.66,4995.53,3759.82,3177.49,56.92,57.0,47.04,61.24,64.3,227.39,265.43,244.75,252.0,242.23,1.02,1.23,1.59,4.98,2.71,2.62,3.02,2.08,1.38,0.54,54.0,25.97,84.58,33.42,86.22,74.41,23.44,13.05,71.88,54.04,28.8,15.35,27.65,10.02,5.36
2025-06-10 00:54:32,77.35,75.47,99.13,96.17,8631.81,9709.33,8438.97,1211.28,1062.1,1155.88,1045.88,1123.08,1075.07,1181.69,1047.21,1084.28,1151.97,548.84,604.72,598.88,595.87,522.03,548.35,533.63,526.39,616.75,519.4,32.42,17.68,25.2,18.19,35.77,316.2,281.1,199.33,367.75,362.77,105.78,108.12,97.88,96.85,105.6,1417.41,1534.31,1179.08,1440.77,1294.69,2057.46,3368.52,3381.59,1647.44,2280.38,480.61,401.87,411.43,562.2,404.1,430.77,437.13,511.13,2701.61,4684.68,1993.09,3558.99,3720.98,62.13,67.41,53.73,47.5,72.95,279.63,228.19,232.81,246.52,299.74,2.09,2.96,2.4,2.15,1.8,3.09,1.72,0.19,0.4,1.26,10.25,51.56,81.4,65.0,81.06,60.53,62.31,27.79,47.04,56.06,10.9,23.34,17.59,14.63,20.55
2025-06-10 00:54:33,58.9,98.21,76.45,84.24,8157.1,8091.3,8430.25,1179.38,1045.22,1075.11,1119.13,1212.97,1168.15,1132.26,1034.97,1045.05,1089.13,568.78,597.68,589.54,488.03,536.52,592.13,576.18,615.48,536.96,579.01,34.89,21.42,20.7,31.96,24.59,307.96,273.45,338.46,359.5,276.54,107.95,101.87,107.79,100.39,95.76,1323.94,1255.35,1549.13,1341.35,1493.63,4305.91,860.05,1510.35,3755.55,2515.28,428.81,560.31,564.38,507.21,564.56,430.63,387.68,517.35,1940.84,5283.01,4135.92,1719.86,3859.98,52.37,45.9,60.62,53.89,63.05,297.5,260.48,273.84,251.5,277.85,3.87,4.82,0.34,1.88,2.58,2.73,2.2,3.82,0.69,4.42,94.08,51.91,37.8,64.6,85.15,23.3,43.44,22.3,75.81,89.62,28.29,11.22,15.57,21.38,20.8
2025-06-10 00:54:34,104.57,50.48,54.36,104.5,7707.64,7536.87,8267.87,1147.39,1093.15,1194.23,1087.49,1122.72,1192.51,1128.57,1129.16,1101.62,1109.08,582.54,615.91,531.62,615.89,600.33,450.49,617.16,521.83,552.08,572.99,31.71,29.36,28.3,27.71,33.16,185.95,263.76,253.63,222.61,219.54,105.65,104.34,99.24,107.5,102.37,1133.33,1508.25,1511.68,1300.23,1335.66,2157.75,3035.93,1169.19,3016.98,3180.16,448.95,564.46,510.66,547.57,385.83,505.41,445.65,542.7,1697.72,5185.84,4372.5,1646.95,5348.69,70.94,53.0,49.02,60.27,60.32,292.65,221.77,275.35,203.69,213.53,3.31,3.84,0.77,1.75,0.17,3.44,2.62,1.29,0.19,0.52,64.84,48.93,43.3,80.66,17.04,41.37,25.75,82.3,92.82,19.68,13.94,18.51,25.81,15.79,5.77
2025-06-10 00:54:35,91.39,89.01,78.08,101.37,8135.84,8142.84,9142.16,1077.68,1122.67,1086.6,1084.3,1102.83,1145.61,1129.68,1121.24,1197.4,1115.39,482.14,515.93,579.41,468.16,490.53,600.99,501.59,468.74,579.93,547.89,20.78,31.16,23.33,27.79,16.54,181.98,373.16,280.45,345.45,235.94,106.11,104.85,108.09,95.47,98.31,1416.33,1284.71,1560.85,1444.42,1165.52,4012.89,903.77,4069.64,2328.31,2510.96,456.91,485.86,559.21,493.5,502.41,493.38,422.99,499.42,3462.62,5346.2,1903.79,5185.25,3373.34,67.25,66.31,54.29,72.75,72.01,208.3,209.91,293.71,212.35,284.6,2.59,2.92,3.07,4.29,3.83,1.43,2.36,4.16,4.53,4.54,80.43,22.92,48.33,89.04,52.82,24.6,57.57,63.29,22.08,58.59,9.56,7.04,14.04,17.35,22.42
2025-06-10 00:54:36,97.02,79.38,87.73,53.92,9401.04,8553.99,8748.29,1181.92,1216.3,1036.33,1045.44,1160.69,1115.18,1084.72,1189.04,1151.54,1109.82,482.19,563.35,591.96,574.35,460.92,599.49,494.14,606.3,611.55,607.82,39.21,32.16,18.06,34.12,30.17,269.85,347.3,317.27,312.27,237.51,96.48,105.62,105.93,108.5,108.24,1327.39,1199.27,1196.4,1134.15,1286.82,1172.43,2091.84,4464.75,3480.08,3621.08,399.49,473.71,511.19,531.01,424.5,440.5,540.52,472.66,5350.0,3167.85,1515.61,2542.52,3998.54,68.56,74.68,51.17,69.81,55.78,297.82,253.05,230.12,263.74,270.61,2.48,3.66,4.22,3.07,2.24,2.49,4.92,3.59,1.61,3.71,82.47,81.74,50.58,16.28,78.86,29.48,79.67,40.9,79.95,46.78,12.88,21.6,24.21,6.2,25.33
2025-06-10 00:54:37,55.21,81.0,59.78,80.31,8776.22,7647.51,7764.71,1216.6,1198.68,1146.17,1127.36,1081.6,1144.74,1038.25,1084.34,1130.59,1204.36,564.14,532.02,576.39,537.07,520.57,526.85,535.09,535.3,526.77,460.02,15.57,19.59,31.29,34.47,17.85,200.83,194.14,257.66,282.35,182.79,98.51,106.67,108.62,101.76,97.71,1410.53,1102.0,1335.6,1533.75,1348.9,3923.98,1931.38,1648.93,4360.44,3858.82,548.46,465.55,519.76,469.9,507.04,410.8,463.27,541.07,5010.73,1564.51,3990.65,4615.58,2762.25,73.75,77.96,76.48,53.38,56.16,236.48,221.04,252.37,201.03,219.75,4.03,3.85,3.89,4.18,0.77,4.87,0.4,1.21,4.79,4.61,16.58,22.54,93.86,87.73,77.19,77.69,62.37,12.62,40.78,25.37,10.17,10.62,29.7,25.58,29.82
2025-06-10 00:54:38,74.69,67.41,105.04,104.83,8416.34,9071.99,9122.83,1212.63,1060.13,1210.38,1061.91,1127.3,1117.89,1050.27,1215.89,1160.88,1104.33,543.1,452.97,528.62,551.43,570.99,538.0,552.58,601.1,499.43,511.44,27.39,32.54,28.37,32.97,33.22,300.69,236.2,207.82,182.75,190.48,104.69,105.53,102.99,96.08,108.88,1248.03,1262.08,1264.09,1229.49,1471.62,1394.41,1559.31,1232.06,1558.97,1860.85,422.61,391.49,547.71,406.52,494.16,523.38,419.44,496.53,4357.4,4196.49,4550.91,2525.66,3838.73,77.14,72.15,56.08,68.38,54.5,207.58,209.71,227.17,211.97,213.6,2.78,3.95,2.01,2.44,0.12,2.87,3.17,3.06,1.67,3.26,95.06,69.58,39.38,49.67,99.54,46.01,93.81,65.14,16.3,65.76,22.85,27.07,6.0,9.86,28.66
